protein,ideal_ligand,native_ligand,CNN_pose,CNN_VS,RMSD
4MG8,521-18-6_min,27J_redock_4MG8,0.9245,7.2839,inf
4MG8,2971-36-0_min,27J_redock_4MG8,0.9230,7.0365,inf
4MG8,decoy336,27J_redock_4MG8,0.9220,6.9745,inf
4MG8,decoy166,27J_redock_4MG8,0.9218,7.4468,inf
4MG8,decoy116,27J_redock_4MG8,0.9188,6.2957,inf
4MG8,28463-03-8_min,27J_redock_4MG8,0.9131,7.0745,inf
4MG8,decoy153,27J_redock_4MG8,0.9129,6.6665,inf
4MG8,99-71-8_min,27J_redock_4MG8,0.9103,5.5769,inf
4MG8,53905-28-5_min,27J_redock_4MG8,0.9095,6.1671,inf
4MG8,599-64-4_min,27J_redock_4MG8,0.9079,5.9798,inf
4MG8,58-22-0_min,27J_redock_4MG8,0.9058,7.2509,inf
4MG8,Testosterone_min,27J_redock_4MG8,0.9058,7.2509,inf
4MG8,decoy160,27J_redock_4MG8,0.9057,6.7882,inf
4MG8,decoy368,27J_redock_4MG8,0.9043,6.7761,inf
4MG8,571-20-0_min,27J_redock_4MG8,0.9039,7.4092,inf
4MG8,decoy263,27J_redock_4MG8,0.9022,6.3551,inf
4MG8,decoy190,27J_redock_4MG8,0.9019,6.6777,inf
4MG8,80-46-6_min,27J_redock_4MG8,0.9006,5.6881,inf
4MG8,decoy72,27J_redock_4MG8,0.8981,7.3131,inf
4MG8,1806-26-4_min,27J_redock_4MG8,0.8973,6.1320,inf
4MG8,94-26-8_min,27J_redock_4MG8,0.8971,5.6694,inf
4MG8,27K_min,27J_redock_4MG8,0.8971,5.6694,inf
4MG8,decoy13,27J_redock_4MG8,0.8960,6.6027,inf
4MG8,decoy185,27J_redock_4MG8,0.8955,6.5762,inf
4MG8,decoy417,27J_redock_4MG8,0.8950,6.1845,inf
4MG8,decoy230,27J_redock_4MG8,0.8948,5.9323,inf
4MG8,decoy21,27J_redock_4MG8,0.8938,6.2198,inf
4MG8,decoy257,27J_redock_4MG8,0.8934,6.9644,inf
4MG8,59-50-7_min,27J_redock_4MG8,0.8930,4.6090,inf
4MG8,decoy92,27J_redock_4MG8,0.8928,6.2424,inf
4MG8,84-69-5_min,27J_redock_4MG8,0.8924,4.6837,inf
4MG8,98-54-4_min,27J_redock_4MG8,0.8909,5.5728,inf
4MG8,94-13-3_min,27J_redock_4MG8,0.8902,5.1711,inf
4MG8,50-29-3_min,27J_redock_4MG8,0.8901,6.2470,inf
4MG8,659-22-3_min,27J_redock_4MG8,0.8896,6.5432,inf
4MG8,decoy1,27J_redock_4MG8,0.8885,5.9273,inf
4MG8,99-76-3_min,27J_redock_4MG8,0.8881,4.6347,inf
4MG8,92-69-3_min,27J_redock_4MG8,0.8878,4.9382,inf
4MG8,decoy291,27J_redock_4MG8,0.8864,6.2255,inf
4MG8,13037-86-0_min,27J_redock_4MG8,0.8863,5.6613,inf
4MG8,decoy87,27J_redock_4MG8,0.8861,6.1791,inf
4MG8,123-07-9_min,27J_redock_4MG8,0.8860,4.7133,inf
4MG8,5153-25-3_min,27J_redock_4MG8,0.8840,6.0836,inf
4MG8,decoy174,27J_redock_4MG8,0.8810,6.3491,inf
4MG8,decoy78,27J_redock_4MG8,0.8792,6.4931,inf
4MG8,decoy322,27J_redock_4MG8,0.8769,6.5606,inf
4MG8,decoy206,27J_redock_4MG8,0.8757,5.7504,inf
4MG8,84-17-3_min,27J_redock_4MG8,0.8753,6.9597,inf
4MG8,6554-98-9_min,27J_redock_4MG8,0.8728,5.9890,inf
4MG8,decoy187,27J_redock_4MG8,0.8727,5.8527,inf
4MG8,decoy123,27J_redock_4MG8,0.8725,6.7277,inf
4MG8,decoy173,27J_redock_4MG8,0.8723,6.0721,inf
4MG8,decoy240,27J_redock_4MG8,0.8714,5.9773,inf
4MG8,decoy434,27J_redock_4MG8,0.8711,6.0815,inf
4MG8,57-63-6_min,27J_redock_4MG8,0.8705,7.2609,inf
4MG8,EE2_min,27J_redock_4MG8,0.8705,7.2609,inf
4MG8,75938-34-0_min,27J_redock_4MG8,0.8704,6.4267,inf
4MG8,decoy244,27J_redock_4MG8,0.8698,6.5019,inf
4MG8,103-16-2_min,27J_redock_4MG8,0.8687,5.5020,inf
4MG8,decoy330,27J_redock_4MG8,0.8682,6.6073,inf
4MG8,decoy3,27J_redock_4MG8,0.8670,5.5540,inf
4MG8,decoy118,27J_redock_4MG8,0.8669,6.3365,inf
4MG8,580-51-8_min,27J_redock_4MG8,0.8668,4.5366,inf
4MG8,decoy311,27J_redock_4MG8,0.8642,6.4934,inf
4MG8,decoy410,27J_redock_4MG8,0.8630,5.6566,inf
4MG8,218-01-9_min,27J_redock_4MG8,0.8629,5.5021,inf
4MG8,decoy204,27J_redock_4MG8,0.8618,6.2332,inf
4MG8,140-66-9_min,27J_redock_4MG8,0.8607,6.0284,inf
4MG8,27L_min,27J_redock_4MG8,0.8607,6.0284,inf
4MG8,decoy168,27J_redock_4MG8,0.8604,6.4855,inf
4MG8,126-00-1_min,27J_redock_4MG8,0.8601,5.8586,inf
4MG8,120-47-8_min,27J_redock_4MG8,0.8598,4.9281,inf
4MG8,131-56-6_min,27J_redock_4MG8,0.8594,4.8369,inf
4MG8,5394-98-9_min,27J_redock_4MG8,0.8575,5.4076,inf
4MG8,decoy54,27J_redock_4MG8,0.8548,6.1569,inf
4MG8,decoy227,27J_redock_4MG8,0.8536,5.9510,inf
4MG8,decoy189,27J_redock_4MG8,0.8531,6.1876,inf
4MG8,1085-12-7_min,27J_redock_4MG8,0.8525,5.7298,inf
4MG8,decoy18,27J_redock_4MG8,0.8525,4.1118,inf
4MG8,decoy231,27J_redock_4MG8,0.8486,6.0364,inf
4MG8,decoy84,27J_redock_4MG8,0.8481,6.1392,inf
4MG8,decoy155,27J_redock_4MG8,0.8478,6.4368,inf
4MG8,decoy236,27J_redock_4MG8,0.8467,5.7032,inf
4MG8,decoy156,27J_redock_4MG8,0.8444,5.9803,inf
4MG8,57-83-0_min,27J_redock_4MG8,0.8428,6.8046,inf
4MG8,6052-84-2_min,27J_redock_4MG8,0.8423,5.7756,inf
4MG8,decoy253,27J_redock_4MG8,0.8418,5.6856,inf
4MG8,decoy268,27J_redock_4MG8,0.8415,5.5510,inf
4MG8,decoy279,27J_redock_4MG8,0.8411,5.9133,inf
4MG8,decoy36,27J_redock_4MG8,0.8405,6.0628,inf
4MG8,decoy63,27J_redock_4MG8,0.8397,5.3383,inf
4MG8,decoy419,27J_redock_4MG8,0.8368,5.5734,inf
4MG8,243-17-4_min,27J_redock_4MG8,0.8340,4.9821,inf
4MG8,decoy317,27J_redock_4MG8,0.8336,5.7812,inf
4MG8,77-40-7_min,27J_redock_4MG8,0.8307,5.8524,inf
4MG8,decoy345,27J_redock_4MG8,0.8304,6.2815,inf
4MG8,decoy289,27J_redock_4MG8,0.8296,5.9510,inf
4MG8,decoy251,27J_redock_4MG8,0.8284,5.5279,inf
4MG8,decoy308,27J_redock_4MG8,0.8269,5.9017,inf
4MG8,1852-53-5_min,27J_redock_4MG8,0.8245,6.6111,inf
4MG8,72-43-5_min,27J_redock_4MG8,0.8241,6.1870,inf
4MG8,decoy397,27J_redock_4MG8,0.8240,5.8207,inf
4MG8,decoy29,27J_redock_4MG8,0.8228,5.4409,inf
4MG8,decoy186,27J_redock_4MG8,0.8226,5.9305,inf
4MG8,72-54-8_min,27J_redock_4MG8,0.8221,5.7855,inf
4MG8,decoy171,27J_redock_4MG8,0.8202,5.0781,inf
4MG8,decoy431,27J_redock_4MG8,0.8196,6.1549,inf
4MG8,84-74-2_min,27J_redock_4MG8,0.8181,4.6827,inf
4MG8,94-18-8_min,27J_redock_4MG8,0.8165,5.2645,inf
4MG8,500-38-9_min,27J_redock_4MG8,0.8160,5.7380,inf
4MG8,decoy274,27J_redock_4MG8,0.8146,5.2802,inf
4MG8,25154-52-3_min,27J_redock_4MG8,0.8114,5.4012,inf
4MG8,58-72-0_min,27J_redock_4MG8,0.8097,5.4201,inf
4MG8,decoy175,27J_redock_4MG8,0.8093,5.6355,inf
4MG8,decoy265,27J_redock_4MG8,0.8090,5.5225,inf
4MG8,decoy34,27J_redock_4MG8,0.8048,5.4083,inf
4MG8,decoy250,27J_redock_4MG8,0.8048,5.6696,inf
4MG8,decoy416,27J_redock_4MG8,0.8034,4.8702,inf
4MG8,1570-64-5_min,27J_redock_4MG8,0.8033,3.8534,inf
4MG8,decoy309,27J_redock_4MG8,0.8003,5.9633,inf
4MG8,decoy6,27J_redock_4MG8,0.7970,5.0820,inf
4MG8,decoy259,27J_redock_4MG8,0.7970,5.2095,inf
4MG8,decoy235,27J_redock_4MG8,0.7964,5.7052,inf
4MG8,decoy169,27J_redock_4MG8,0.7958,4.9161,inf
4MG8,decoy94,27J_redock_4MG8,0.7938,6.0405,inf
4MG8,decoy407,27J_redock_4MG8,0.7930,4.4287,inf
4MG8,decoy282,27J_redock_4MG8,0.7917,5.7082,inf
4MG8,34816-55-2_min,27J_redock_4MG8,0.7908,6.1761,inf
4MG8,decoy76,27J_redock_4MG8,0.7904,5.0869,inf
4MG8,85-68-7_min,27J_redock_4MG8,0.7848,4.8203,inf
4MG8,115-29-7_min,27J_redock_4MG8,0.7833,5.5993,inf
4MG8,decoy304,27J_redock_4MG8,0.7807,5.5065,inf
4MG8,decoy392,27J_redock_4MG8,0.7785,5.6576,inf
4MG8,decoy312,27J_redock_4MG8,0.7780,6.3738,inf
4MG8,decoy255,27J_redock_4MG8,0.7769,5.1389,inf
4MG8,decoy111,27J_redock_4MG8,0.7743,5.1490,inf
4MG8,2050-68-2_min,27J_redock_4MG8,0.7731,4.3856,inf
4MG8,decoy93,27J_redock_4MG8,0.7724,5.1125,inf
4MG8,decoy239,27J_redock_4MG8,0.7717,5.2102,inf
4MG8,decoy22,27J_redock_4MG8,0.7705,4.7307,inf
4MG8,decoy281,27J_redock_4MG8,0.7705,5.3488,inf
4MG8,decoy178,27J_redock_4MG8,0.7689,5.1666,inf
4MG8,decoy131,27J_redock_4MG8,0.7672,5.1840,inf
4MG8,decoy213,27J_redock_4MG8,0.7665,5.5280,inf
4MG8,decoy43,27J_redock_4MG8,0.7659,5.2420,inf
4MG8,decoy183,27J_redock_4MG8,0.7656,5.2206,inf
4MG8,decoy331,27J_redock_4MG8,0.7646,6.2355,inf
4MG8,decoy288,27J_redock_4MG8,0.7643,5.4205,inf
4MG8,decoy75,27J_redock_4MG8,0.7643,5.2733,inf
4MG8,decoy154,27J_redock_4MG8,0.7640,5.2957,inf
4MG8,58-89-9_min,27J_redock_4MG8,0.7624,4.7481,inf
4MG8,92-04-6_min,27J_redock_4MG8,0.7624,4.4061,inf
4MG8,decoy243,27J_redock_4MG8,0.7617,5.5888,inf
4MG8,decoy266,27J_redock_4MG8,0.7610,5.6514,inf
4MG8,decoy280,27J_redock_4MG8,0.7602,5.4243,inf
4MG8,decoy38,27J_redock_4MG8,0.7575,3.9077,inf
4MG8,27M_min,27J_redock_4MG8,0.7565,4.4316,inf
4MG8,decoy355,27J_redock_4MG8,0.7562,5.3442,inf
4MG8,decoy249,27J_redock_4MG8,0.7552,4.7258,inf
4MG8,97-54-1_min,27J_redock_4MG8,0.7544,4.2214,inf
4MG8,decoy258,27J_redock_4MG8,0.7540,5.2628,inf
4MG8,decoy130,27J_redock_4MG8,0.7526,5.1341,inf
4MG8,decoy261,27J_redock_4MG8,0.7520,5.1996,inf
4MG8,decoy223,27J_redock_4MG8,0.7508,5.2814,inf
4MG8,72-55-9_min,27J_redock_4MG8,0.7507,5.1905,inf
4MG8,decoy121,27J_redock_4MG8,0.7496,4.9777,inf
4MG8,decoy44,27J_redock_4MG8,0.7493,5.0869,inf
4MG8,97-53-0_min,27J_redock_4MG8,0.7489,4.1943,inf
4MG8,decoy411,27J_redock_4MG8,0.7462,4.7808,inf
4MG8,decoy4,27J_redock_4MG8,0.7460,5.0913,inf
4MG8,decoy267,27J_redock_4MG8,0.7448,5.0840,inf
4MG8,decoy375,27J_redock_4MG8,0.7446,5.6588,inf
4MG8,decoy61,27J_redock_4MG8,0.7442,5.4284,inf
4MG8,611-99-4_min,27J_redock_4MG8,0.7441,4.7504,inf
4MG8,decoy23,27J_redock_4MG8,0.7440,4.8643,inf
4MG8,decoy71,27J_redock_4MG8,0.7433,5.2289,inf
4MG8,481-30-1_min,27J_redock_4MG8,0.7431,5.5724,inf
4MG8,decoy297,27J_redock_4MG8,0.7409,4.9886,inf
4MG8,2OH_min,27J_redock_4MG8,0.7398,5.0647,inf
4MG8,80-05-7_min,27J_redock_4MG8,0.7398,5.0647,inf
4MG8,5108-94-1_min,27J_redock_4MG8,0.7398,5.9253,inf
4MG8,decoy15,27J_redock_4MG8,0.7397,4.8137,inf
4MG8,decoy109,27J_redock_4MG8,0.7373,4.9945,inf
4MG8,decoy342,27J_redock_4MG8,0.7372,5.5577,inf
4MG8,decoy62,27J_redock_4MG8,0.7336,4.7102,inf
4MG8,81-90-3_min,27J_redock_4MG8,0.7335,4.7275,inf
4MG8,decoy179,27J_redock_4MG8,0.7335,5.1662,inf
4MG8,decoy287,27J_redock_4MG8,0.7323,4.2414,inf
4MG8,decoy284,27J_redock_4MG8,0.7319,5.2686,inf
4MG8,decoy413,27J_redock_4MG8,0.7311,4.1652,inf
4MG8,Melatonin_min,27J_redock_4MG8,0.7310,4.9540,inf
4MG8,decoy381,27J_redock_4MG8,0.7297,4.9824,inf
4MG8,decoy314,27J_redock_4MG8,0.7272,4.9802,inf
4MG8,decoy51,27J_redock_4MG8,0.7258,5.2527,inf
4MG8,decoy196,27J_redock_4MG8,0.7253,4.9569,inf
4MG8,decoy49,27J_redock_4MG8,0.7249,4.8623,inf
4MG8,decoy41,27J_redock_4MG8,0.7245,4.9908,inf
4MG8,decoy193,27J_redock_4MG8,0.7244,5.2122,inf
4MG8,50-22-6_min,27J_redock_4MG8,0.7241,5.4554,inf
4MG8,decoy99,27J_redock_4MG8,0.7215,5.3437,inf
4MG8,decoy374,27J_redock_4MG8,0.7186,4.4858,inf
4MG8,decoy48,27J_redock_4MG8,0.7179,4.6702,inf
4MG8,77-09-8_min,27J_redock_4MG8,0.7174,4.8654,inf
4MG8,decoy145,27J_redock_4MG8,0.7159,5.0525,inf
4MG8,decoy95,27J_redock_4MG8,0.7156,4.8249,inf
4MG8,decoy396,27J_redock_4MG8,0.7145,4.7516,inf
4MG8,decoy376,27J_redock_4MG8,0.7140,4.9458,inf
4MG8,decoy319,27J_redock_4MG8,0.7133,5.0973,inf
4MG8,decoy27,27J_redock_4MG8,0.7094,5.1963,inf
4MG8,decoy389,27J_redock_4MG8,0.7080,5.3215,inf
4MG8,decoy85,27J_redock_4MG8,0.7060,5.1099,inf
4MG8,decoy246,27J_redock_4MG8,0.7045,5.0560,inf
4MG8,decoy212,27J_redock_4MG8,0.7022,4.8255,inf
4MG8,decoy349,27J_redock_4MG8,0.7017,4.9634,inf
4MG8,decoy298,27J_redock_4MG8,0.7005,4.6161,inf
4MG8,decoy128,27J_redock_4MG8,0.7005,4.8828,inf
4MG8,94-25-7_min,27J_redock_4MG8,0.6992,3.8246,inf
4MG8,decoy305,27J_redock_4MG8,0.6983,5.3214,inf
4MG8,decoy184,27J_redock_4MG8,0.6983,5.0106,inf
4MG8,decoy81,27J_redock_4MG8,0.6968,4.8975,inf
4MG8,decoy275,27J_redock_4MG8,0.6966,5.0827,inf
4MG8,decoy5,27J_redock_4MG8,0.6959,5.0164,inf
4MG8,decoy102,27J_redock_4MG8,0.6950,4.7518,inf
4MG8,143-50-0_min,27J_redock_4MG8,0.6939,5.8780,inf
4MG8,121-33-5_min,27J_redock_4MG8,0.6938,3.1318,inf
4MG8,decoy24,27J_redock_4MG8,0.6935,5.0892,inf
4MG8,decoy203,27J_redock_4MG8,0.6926,4.7340,inf
4MG8,decoy64,27J_redock_4MG8,0.6908,4.7351,inf
4MG8,decoy45,27J_redock_4MG8,0.6888,4.6106,inf
4MG8,decoy401,27J_redock_4MG8,0.6864,4.8304,inf
4MG8,143-74-8_min,27J_redock_4MG8,0.6856,4.5838,inf
4MG8,decoy132,27J_redock_4MG8,0.6835,4.8342,inf
4MG8,603-45-2_min,27J_redock_4MG8,0.6822,5.0142,inf
4MG8,decoy242,27J_redock_4MG8,0.6821,4.4686,inf
4MG8,decoy294,27J_redock_4MG8,0.6797,4.5251,inf
4MG8,decoy55,27J_redock_4MG8,0.6794,4.9935,inf
4MG8,decoy384,27J_redock_4MG8,0.6775,4.8994,inf
4MG8,decoy83,27J_redock_4MG8,0.6773,4.9592,inf
4MG8,decoy19,27J_redock_4MG8,0.6753,4.0773,inf
4MG8,decoy313,27J_redock_4MG8,0.6749,5.3319,inf
4MG8,decoy90,27J_redock_4MG8,0.6738,4.6440,inf
4MG8,decoy273,27J_redock_4MG8,0.6729,4.9139,inf
4MG8,decoy200,27J_redock_4MG8,0.6702,4.4737,inf
4MG8,decoy403,27J_redock_4MG8,0.6671,3.9111,inf
4MG8,decoy414,27J_redock_4MG8,0.6663,4.4340,inf
4MG8,decoy210,27J_redock_4MG8,0.6662,4.7655,inf
4MG8,decoy67,27J_redock_4MG8,0.6661,4.2896,inf
4MG8,60-57-1_min,27J_redock_4MG8,0.6651,5.1838,inf
4MG8,decoy201,27J_redock_4MG8,0.6645,3.9656,inf
4MG8,decoy295,27J_redock_4MG8,0.6631,4.3577,inf
4MG8,decoy208,27J_redock_4MG8,0.6629,4.2591,inf
4MG8,decoy158,27J_redock_4MG8,0.6596,3.7443,inf
4MG8,decoy56,27J_redock_4MG8,0.6579,3.3982,inf
4MG8,decoy252,27J_redock_4MG8,0.6572,4.4703,inf
4MG8,decoy359,27J_redock_4MG8,0.6565,3.8060,inf
4MG8,decoy105,27J_redock_4MG8,0.6543,3.8409,inf
4MG8,80-09-1_min,27J_redock_4MG8,0.6542,4.1277,inf
4MG8,decoy221,27J_redock_4MG8,0.6541,4.4145,inf
4MG8,decoy420,27J_redock_4MG8,0.6536,4.4134,inf
4MG8,decoy104,27J_redock_4MG8,0.6522,4.2444,inf
4MG8,decoy394,27J_redock_4MG8,0.6517,4.6308,inf
4MG8,decoy191,27J_redock_4MG8,0.6515,4.3659,inf
4MG8,57-88-5_min,27J_redock_4MG8,0.6497,5.2671,inf
4MG8,68-23-5_min,27J_redock_4MG8,0.6491,4.9167,inf
4MG8,decoy415,27J_redock_4MG8,0.6475,4.3507,inf
4MG8,decoy150,27J_redock_4MG8,0.6473,4.5613,inf
4MG8,decoy82,27J_redock_4MG8,0.6471,4.5618,inf
4MG8,decoy32,27J_redock_4MG8,0.6470,4.6978,inf
4MG8,decoy129,27J_redock_4MG8,0.6436,4.1191,inf
4MG8,90-43-7_min,27J_redock_4MG8,0.6424,2.8881,inf
4MG8,decoy386,27J_redock_4MG8,0.6424,4.4161,inf
4MG8,decoy151,27J_redock_4MG8,0.6407,4.6439,inf
4MG8,15372-34-6_min,27J_redock_4MG8,0.6404,4.4728,inf
4MG8,decoy260,27J_redock_4MG8,0.6403,4.6773,inf
4MG8,decoy226,27J_redock_4MG8,0.6394,4.4781,inf
4MG8,decoy220,27J_redock_4MG8,0.6390,4.6810,inf
4MG8,decoy361,27J_redock_4MG8,0.6380,4.7775,inf
4MG8,3434-79-5_min,27J_redock_4MG8,0.6374,4.8531,inf
4MG8,decoy341,27J_redock_4MG8,0.6373,4.6244,inf
4MG8,decoy224,27J_redock_4MG8,0.6363,4.3529,inf
4MG8,140-10-3_min,27J_redock_4MG8,0.6354,2.7535,inf
4MG8,decoy37,27J_redock_4MG8,0.6348,3.6222,inf
4MG8,decoy429,27J_redock_4MG8,0.6343,4.6932,inf
4MG8,decoy195,27J_redock_4MG8,0.6336,4.6339,inf
4MG8,decoy107,27J_redock_4MG8,0.6331,4.7991,inf
4MG8,571-22-2_min,27J_redock_4MG8,0.6327,4.7691,inf
4MG8,decoy428,27J_redock_4MG8,0.6324,4.4379,inf
4MG8,decoy219,27J_redock_4MG8,0.6303,4.3610,inf
4MG8,decoy112,27J_redock_4MG8,0.6297,4.4318,inf
4MG8,decoy237,27J_redock_4MG8,0.6258,4.0890,inf
4MG8,decoy334,27J_redock_4MG8,0.6244,4.2897,inf
4MG8,decoy382,27J_redock_4MG8,0.6238,4.6131,inf
4MG8,decoy125,27J_redock_4MG8,0.6233,4.0573,inf
4MG8,decoy433,27J_redock_4MG8,0.6231,4.2631,inf
4MG8,decoy197,27J_redock_4MG8,0.6190,4.6323,inf
4MG8,decoy124,27J_redock_4MG8,0.6177,4.1341,inf
4MG8,decoy33,27J_redock_4MG8,0.6155,4.3560,inf
4MG8,decoy164,27J_redock_4MG8,0.6149,3.9602,inf
4MG8,decoy108,27J_redock_4MG8,0.6124,4.0614,inf
4MG8,decoy318,27J_redock_4MG8,0.6121,4.5361,inf
4MG8,decoy393,27J_redock_4MG8,0.6117,3.9451,inf
4MG8,decoy152,27J_redock_4MG8,0.6115,4.2341,inf
4MG8,decoy406,27J_redock_4MG8,0.6114,4.6031,inf
4MG8,decoy57,27J_redock_4MG8,0.6106,4.4373,inf
4MG8,27J_min,27J_redock_4MG8,0.6103,3.9176,1.4909
4MG8,decoy408,27J_redock_4MG8,0.6098,4.5666,inf
4MG8,decoy363,27J_redock_4MG8,0.6089,4.5073,inf
4MG8,decoy367,27J_redock_4MG8,0.6083,4.2841,inf
4MG8,decoy357,27J_redock_4MG8,0.6080,3.6949,inf
4MG8,decoy176,27J_redock_4MG8,0.6051,4.1040,inf
4MG8,decoy68,27J_redock_4MG8,0.6049,4.2467,inf
4MG8,decoy50,27J_redock_4MG8,0.6046,4.4368,inf
4MG8,decoy144,27J_redock_4MG8,0.6035,4.5923,inf
4MG8,decoy238,27J_redock_4MG8,0.6034,4.4125,inf
4MG8,decoy320,27J_redock_4MG8,0.6026,4.4508,inf
4MG8,decoy162,27J_redock_4MG8,0.6015,3.6196,inf
4MG8,decoy405,27J_redock_4MG8,0.6005,3.7293,inf
4MG8,decoy232,27J_redock_4MG8,0.5976,3.8220,inf
4MG8,decoy302,27J_redock_4MG8,0.5975,3.8078,inf
4MG8,decoy215,27J_redock_4MG8,0.5964,3.9013,inf
4MG8,decoy425,27J_redock_4MG8,0.5950,4.2529,inf
4MG8,decoy194,27J_redock_4MG8,0.5945,4.3647,inf
4MG8,decoy218,27J_redock_4MG8,0.5942,4.2286,inf
4MG8,decoy134,27J_redock_4MG8,0.5931,3.1142,inf
4MG8,decoy426,27J_redock_4MG8,0.5921,4.1369,inf
4MG8,decoy228,27J_redock_4MG8,0.5873,4.1340,inf
4MG8,decoy399,27J_redock_4MG8,0.5872,3.9029,inf
4MG8,decoy271,27J_redock_4MG8,0.5849,4.3224,inf
4MG8,decoy157,27J_redock_4MG8,0.5843,4.1457,inf
4MG8,decoy290,27J_redock_4MG8,0.5832,3.3757,inf
4MG8,decoy52,27J_redock_4MG8,0.5825,3.7184,inf
4MG8,7773-34-4_min,27J_redock_4MG8,0.5810,4.3189,inf
4MG8,decoy360,27J_redock_4MG8,0.5808,4.1214,inf
4MG8,decoy39,27J_redock_4MG8,0.5795,4.2149,inf
4MG8,decoy234,27J_redock_4MG8,0.5785,4.0875,inf
4MG8,decoy329,27J_redock_4MG8,0.5759,4.5630,inf
4MG8,decoy2,27J_redock_4MG8,0.5753,4.0141,inf
4MG8,decoy216,27J_redock_4MG8,0.5717,4.0478,inf
4MG8,decoy217,27J_redock_4MG8,0.5682,3.9796,inf
4MG8,decoy404,27J_redock_4MG8,0.5675,3.8234,inf
4MG8,decoy270,27J_redock_4MG8,0.5660,3.9385,inf
4MG8,decoy272,27J_redock_4MG8,0.5651,3.9152,inf
4MG8,207-13-4_min,27J_redock_4MG8,0.5649,3.2746,inf
4MG8,decoy91,27J_redock_4MG8,0.5627,3.8011,inf
4MG8,decoy418,27J_redock_4MG8,0.5622,3.9184,inf
4MG8,decoy177,27J_redock_4MG8,0.5618,3.2032,inf
4MG8,decoy31,27J_redock_4MG8,0.5605,3.6529,inf
4MG8,decoy202,27J_redock_4MG8,0.5605,3.7267,inf
4MG8,decoy69,27J_redock_4MG8,0.5598,3.9179,inf
4MG8,decoy80,27J_redock_4MG8,0.5598,3.9420,inf
4MG8,decoy7,27J_redock_4MG8,0.5590,3.9318,inf
4MG8,decoy398,27J_redock_4MG8,0.5584,3.7309,inf
4MG8,decoy248,27J_redock_4MG8,0.5584,3.6391,inf
4MG8,decoy119,27J_redock_4MG8,0.5573,3.7845,inf
4MG8,decoy412,27J_redock_4MG8,0.5558,3.8656,inf
4MG8,decoy229,27J_redock_4MG8,0.5556,3.6754,inf
4MG8,decoy256,27J_redock_4MG8,0.5555,3.3747,inf
4MG8,72-33-3_min,27J_redock_4MG8,0.5535,4.2746,inf
4MG8,decoy387,27J_redock_4MG8,0.5529,3.8536,inf
4MG8,decoy424,27J_redock_4MG8,0.5527,3.3550,inf
4MG8,decoy14,27J_redock_4MG8,0.5524,3.9363,inf
4MG8,decoy8,27J_redock_4MG8,0.5503,3.7854,inf
4MG8,decoy188,27J_redock_4MG8,0.5497,3.6703,inf
4MG8,decoy30,27J_redock_4MG8,0.5481,3.8805,inf
4MG8,decoy142,27J_redock_4MG8,0.5478,3.5136,inf
4MG8,decoy141,27J_redock_4MG8,0.5476,3.5233,inf
4MG8,decoy12,27J_redock_4MG8,0.5460,3.6896,inf
4MG8,decoy114,27J_redock_4MG8,0.5459,3.9932,inf
4MG8,Caffeine_min,27J_redock_4MG8,0.5456,2.7882,inf
4MG8,131-57-7_min,27J_redock_4MG8,0.5448,3.1729,inf
4MG8,decoy300,27J_redock_4MG8,0.5448,3.9887,inf
4MG8,decoy262,27J_redock_4MG8,0.5422,3.1790,inf
4MG8,decoy283,27J_redock_4MG8,0.5404,3.5990,inf
4MG8,decoy165,27J_redock_4MG8,0.5393,3.3095,inf
4MG8,decoy73,27J_redock_4MG8,0.5393,2.5490,inf
4MG8,decoy147,27J_redock_4MG8,0.5374,3.8989,inf
4MG8,decoy126,27J_redock_4MG8,0.5372,3.9002,inf
4MG8,decoy59,27J_redock_4MG8,0.5371,3.7028,inf
4MG8,decoy247,27J_redock_4MG8,0.5364,3.7078,inf
4MG8,decoy207,27J_redock_4MG8,0.5356,3.5181,inf
4MG8,decoy28,27J_redock_4MG8,0.5345,4.0655,inf
4MG8,decoy379,27J_redock_4MG8,0.5344,3.6878,inf
4MG8,decoy137,27J_redock_4MG8,0.5322,3.2627,inf
4MG8,decoy307,27J_redock_4MG8,0.5320,3.9363,inf
4MG8,decoy356,27J_redock_4MG8,0.5315,3.6075,inf
4MG8,decoy40,27J_redock_4MG8,0.5310,3.7355,inf
4MG8,decoy172,27J_redock_4MG8,0.5304,3.6061,inf
4MG8,decoy233,27J_redock_4MG8,0.5297,3.2232,inf
4MG8,decoy364,27J_redock_4MG8,0.5251,3.6264,inf
4MG8,decoy209,27J_redock_4MG8,0.5249,3.2692,inf
4MG8,decoy366,27J_redock_4MG8,0.5190,3.0794,inf
4MG8,decoy321,27J_redock_4MG8,0.5174,3.6214,inf
4MG8,decoy337,27J_redock_4MG8,0.5131,3.8019,inf
4MG8,decoy180,27J_redock_4MG8,0.5124,3.5732,inf
4MG8,decoy53,27J_redock_4MG8,0.5115,3.0894,inf
4MG8,decoy354,27J_redock_4MG8,0.5098,3.2605,inf
4MG8,decoy205,27J_redock_4MG8,0.5092,3.5542,inf
4MG8,decoy136,27J_redock_4MG8,0.5081,3.5353,inf
4MG8,decoy254,27J_redock_4MG8,0.5075,2.6352,inf
4MG8,decoy192,27J_redock_4MG8,0.5049,3.5253,inf
4MG8,decoy222,27J_redock_4MG8,0.5015,3.4535,inf
4MG8,decoy344,27J_redock_4MG8,0.4986,3.4708,inf
